TITLE,ID,URL,Topic 1,Topic 1 FIT,Topic 2,Topic 2 FIT,Assign Final T£,Topic 3 FIT
Bolstering Central Bank transparency and accountability,5bd35137-e4aa-4f7b-b9b8-235f3a366b1e,https://results2021.ref.ac.uk/impact/5bd35137-e4aa-4f7b-b9b8-235f3a366b1e,107,4,,,,
Improving Macro-Economic Governance and Ethnic Reconciliation in the Balkans,24146d27-a2e0-4067-b412-804ed0150d51,https://results2021.ref.ac.uk/impact/24146d27-a2e0-4067-b412-804ed0150d51,107,3,123,2,108,2
Changing policy on economic growth and aid schemes in Slovakia to lower unemployment and reinvigorate the economy,54005e9b-40ae-4e3c-b9f3-8990e6a25e93,https://results2021.ref.ac.uk/impact/54005e9b-40ae-4e3c-b9f3-8990e6a25e93,107,4,108,3,49,2
Changing statistical agencies’ practices on early data release,a40f8c4e-8f0d-4698-b085-4adfe6dbd3e5,https://results2021.ref.ac.uk/impact/a40f8c4e-8f0d-4698-b085-4adfe6dbd3e5,107,4,49,4,,
Helping Greek Banks to Move Online,51d31df7-4eb1-486e-bac2-0d80f5100333,https://results2021.ref.ac.uk/impact/51d31df7-4eb1-486e-bac2-0d80f5100333,107,4,45,2,111,2
Designing unconventional monetary policy interventions and debt sustainability programmes to stabilize large tail risk shocks,e666d8c4-00c6-4d16-a11b-7441cf10f81f,https://results2021.ref.ac.uk/impact/e666d8c4-00c6-4d16-a11b-7441cf10f81f,107,4,,,,
Identifying the portfolio balance channel as a key mechanism for the effectiveness of quantitative easing,975ed386-e35e-4155-bdea-298dd66156f2,https://results2021.ref.ac.uk/impact/975ed386-e35e-4155-bdea-298dd66156f2,107,4,,,,
Implementing Systemic Risk Mitigation in Financial Systems: Why Interconnectedness and Complexity Matter,22183005-75d5-45bf-b3b3-cd8c76224a8d,https://results2021.ref.ac.uk/impact/22183005-75d5-45bf-b3b3-cd8c76224a8d,107,4,45,2,,
Improving financial stress testing at the Bank of England,2df75a24-519b-480a-86cd-a4e7cf961fc8,https://results2021.ref.ac.uk/impact/2df75a24-519b-480a-86cd-a4e7cf961fc8,107,4,,,,
Improving risk management at the European Central Bank and Bank of England in light of banking competition and bank regulation,29dae975-bc21-4dca-9ef6-a91191c8ff35,https://results2021.ref.ac.uk/impact/29dae975-bc21-4dca-9ef6-a91191c8ff35,107,4,,,,
Mitigating the risk and the effects of banking crises in Europe through the SYMBOL model,115d362d-89de-49a7-91ca-eb9d3c1d729a,https://results2021.ref.ac.uk/impact/115d362d-89de-49a7-91ca-eb9d3c1d729a,107,4,106,2,,
Rescuing Italian banks: drawing the boundary of EU State aid control,c0660ff5-e0f8-4a66-876f-7d8f0ed2acea,https://results2021.ref.ac.uk/impact/c0660ff5-e0f8-4a66-876f-7d8f0ed2acea,107,4,,,,
Shaping Development Aid Policy: A new economic approach to fragile states,9edacc8c-9e16-43c7-9422-04e5c6989187,https://results2021.ref.ac.uk/impact/9edacc8c-9e16-43c7-9422-04e5c6989187,107,4,110,4,,
"Supporting the development of a safer, more robust financial system for the Eurozone (Sovereign Bond Backed Securities)",2e9b4403-56f9-4133-af7b-df3932c1d5b9,https://results2021.ref.ac.uk/impact/2e9b4403-56f9-4133-af7b-df3932c1d5b9,107,4,125,2,,
"Supporting the development of a safer, more robust financial system for the Eurozone (Sovereign Bond Backed Securities)",d31c139e-5c3c-4ffd-883b-29d036189aa4,https://results2021.ref.ac.uk/impact/d31c139e-5c3c-4ffd-883b-29d036189aa4,107,4,125,2,,
"Building analytical capacity, informing monetary and macroprudential policy, and strengthening policy frameworks in central banks in Middle Income Countries",ab4880e4-38b3-4a62-8e7b-aa6e99764302,https://results2021.ref.ac.uk/impact/ab4880e4-38b3-4a62-8e7b-aa6e99764302,107,4,,,,
University of Bristol research for the Bank of England mitigates systemic financial risk and improves usability of Financial Stability Report,481cbab3-c223-4286-80b9-49db50857d76,https://results2021.ref.ac.uk/impact/481cbab3-c223-4286-80b9-49db50857d76,107,4,,,,
Macroeconomic Policies and Inequality,2ecd8b83-1fc5-4d99-b84e-f985b473b53e,https://results2021.ref.ac.uk/impact/2ecd8b83-1fc5-4d99-b84e-f985b473b53e,107,4,116,3,110,2
Monitoring systemic risk and bank ‘interconnectedness’ to avert financial crises,85a09687-032a-40b9-b30c-1d14aba6c2e0,https://results2021.ref.ac.uk/impact/85a09687-032a-40b9-b30c-1d14aba6c2e0,107,4,,,,
Designing auctions to improve central bank operations,6f26a336-0c54-4e8b-bcc6-64e2060d285f,https://results2021.ref.ac.uk/impact/6f26a336-0c54-4e8b-bcc6-64e2060d285f,107,4,,,,
Using Macroprudential Policies to reduce the risk of financial crises,339d8fb1-0f6d-4d07-978c-276730d07c60,https://results2021.ref.ac.uk/impact/339d8fb1-0f6d-4d07-978c-276730d07c60,107,4,,,,
Making banking crisis proof: helping the Bank of England and financial analysts learn from past crises,5e06be21-53b8-4c15-997b-a2f86d9ef39f,https://results2021.ref.ac.uk/impact/5e06be21-53b8-4c15-997b-a2f86d9ef39f,107,4,,,,
Influencing risk culture change processes in financial institutions,681af2a6-bbf5-4a64-8426-070ba0c57bcd,https://results2021.ref.ac.uk/impact/681af2a6-bbf5-4a64-8426-070ba0c57bcd,107,4,106,3,,
New analysis of green financial systems impacts on climate change policy,61c60093-aac3-44f9-8cbd-26ca67403d27,https://results2021.ref.ac.uk/impact/61c60093-aac3-44f9-8cbd-26ca67403d27,107,4,69,3,,
Improving Global Financial Stability through Changing Policy and Practice on the Valuation of Commercial Real Estate,140fe4b2-241c-454f-9b2d-e6402926b914,https://results2021.ref.ac.uk/impact/140fe4b2-241c-454f-9b2d-e6402926b914,107,4,106,3,115,2
Global financial cycle and monetary policy independence,241d8e8d-74e5-49bf-bbd1-45f9928860cc,https://results2021.ref.ac.uk/impact/241d8e8d-74e5-49bf-bbd1-45f9928860cc,107,4,,,,
"UoP17Manipulation: Defining, detecting and preventing manipulative and collusive behaviour in the global over-the-counter (OTC) markets",e9bebfb0-8eeb-4a6a-b6d7-c835a389b1f5,https://results2021.ref.ac.uk/impact/e9bebfb0-8eeb-4a6a-b6d7-c835a389b1f5,107,4,106,2,121,2
Counterparty credit risk management at Barclays: estimating extreme quantiles,f3d6e684-b65e-48fc-8ddf-e716cbff3e2f,https://results2021.ref.ac.uk/impact/f3d6e684-b65e-48fc-8ddf-e716cbff3e2f,107,4,,,,
Structural and Regulatory Change in the Irish Credit Union Sector,7f9dc24e-c04b-4b0d-a6d0-d759e9875c64,https://results2021.ref.ac.uk/impact/7f9dc24e-c04b-4b0d-a6d0-d759e9875c64,107,4,,,,
Improving the Stability of the UK Financial System Through Improvements to the Bank of England’s Stress Testing Procedures,9fe66d45-d0b5-4d78-8dd9-e16bbec46ab2,https://results2021.ref.ac.uk/impact/9fe66d45-d0b5-4d78-8dd9-e16bbec46ab2,107,4,,,,
New approaches to forecasting financial markets,fea17d20-7873-4b01-83b5-1cc609367b7a,https://results2021.ref.ac.uk/impact/fea17d20-7873-4b01-83b5-1cc609367b7a,107,4,,,,
New strategies for portfolio management: applying new estimates of equity yields and equity duration,4c6040eb-b9e1-4642-9755-0c56c8f77f07,https://results2021.ref.ac.uk/impact/4c6040eb-b9e1-4642-9755-0c56c8f77f07,107,4,,,,
Risk Measurement and Portfolio Construction: The Creation of New Financial Products and Trading Strategies,3f6ca6ea-a7bb-4b61-a8b3-7ac689c938fa,https://results2021.ref.ac.uk/impact/3f6ca6ea-a7bb-4b61-a8b3-7ac689c938fa,107,4,106,2,,
Strengthening asset management by building diverse portfolios,18098d04-9a67-472f-83ed-ea55aabe458e,https://results2021.ref.ac.uk/impact/18098d04-9a67-472f-83ed-ea55aabe458e,107,4,,,,
Structural and Regulatory Change in the Irish Credit Union Sector,a83bd2c5-c80c-408f-846a-7d5727adca57,https://results2021.ref.ac.uk/impact/a83bd2c5-c80c-408f-846a-7d5727adca57,107,4,112,2,,
Developing Policies on Islamic Financial Architecture and the Role of Islamic Finance in Sustainable Development,fb6e5385-67b8-4a1b-8beb-e10f411d0de7,https://results2021.ref.ac.uk/impact/fb6e5385-67b8-4a1b-8beb-e10f411d0de7,107,4,135,2,110,2
Market first insurance product establishes start-up Stable Group Ltd to provide financial security to food and farming businesses,a593a9e9-f031-41ac-8794-b25438bbdc17,https://results2021.ref.ac.uk/impact/a593a9e9-f031-41ac-8794-b25438bbdc17,107,4,107,3,106,2
"Nonlinear semidefinite programming optimises and stabilises risk calculations, saving an estimated €57 million for the world’s 5th largest insurance company",6805d0a2-0551-4313-8556-8666ac79b903,https://results2021.ref.ac.uk/impact/6805d0a2-0551-4313-8556-8666ac79b903,107,3,45,2,,
Digital Banking – Building Atom Bank’s Digital Twin,c07d245a-5230-42a9-bcc8-e51d951077e6,https://results2021.ref.ac.uk/impact/c07d245a-5230-42a9-bcc8-e51d951077e6,107,3,111,2,46,2
Helping banks comply with a new regulation on provisions for default risk,29c75d9f-5348-4bbc-be08-0cc1343c0b8e,https://results2021.ref.ac.uk/impact/29c75d9f-5348-4bbc-be08-0cc1343c0b8e,107,4,106,2,,
Stabilizing Macroeconomic Activity,64d7299d-f324-4af6-b709-d7f538a8a2fb,https://results2021.ref.ac.uk/impact/64d7299d-f324-4af6-b709-d7f538a8a2fb,107,4,116,4,,
Transforming Central Bank Communications: wider communication with targeted audiences,b5a6cd6a-e529-4303-a646-101a2f3b81a9,https://results2021.ref.ac.uk/impact/b5a6cd6a-e529-4303-a646-101a2f3b81a9,107,4,126,3,,
Implementation of Deep Neural Networks for Option Pricing in the finance sector,439a6ce9-fb4b-4b56-b0d7-731c58a570e8,https://results2021.ref.ac.uk/impact/439a6ce9-fb4b-4b56-b0d7-731c58a570e8,107,4,46,4,44,2
Developing New Forecasting Models at the Bank of England and the European Central Bank,d07b0c5d-6a46-455b-89b8-9f9717b4d375,https://results2021.ref.ac.uk/impact/d07b0c5d-6a46-455b-89b8-9f9717b4d375,107,4,46,3,,
"Improving policy-relevant analysis in the UK, Europe and USA through novel macroeconometric methods",6773d08f-b5df-466e-94be-917418389172,https://results2021.ref.ac.uk/impact/6773d08f-b5df-466e-94be-917418389172,107,4,46,2,49,2
Macroeconomic Policy Advocacy and Normalization of US Interest Rate Policy Following the Great Recession,c2d977f3-1d18-488b-80d5-c4f06fcf568a,https://results2021.ref.ac.uk/impact/c2d977f3-1d18-488b-80d5-c4f06fcf568a,107,4,46,2,,
Modelling Interest Rates after the Financial Crisis,b48e06bd-7d2e-4fca-8593-4470f80c4685,https://results2021.ref.ac.uk/impact/b48e06bd-7d2e-4fca-8593-4470f80c4685,107,4,46,2,49,2
Quantitative tools for global modelling and forecast evaluation to support policy analysis and forward-looking decision making,fb0169b6-95bd-44f9-9d0a-543fbaf654dd,https://results2021.ref.ac.uk/impact/fb0169b6-95bd-44f9-9d0a-543fbaf654dd,107,4,46,2,49,2
Nowcasting real-time estimates of GDP,29fc4442-269e-4e6c-88e7-4a93dc665102,https://results2021.ref.ac.uk/impact/29fc4442-269e-4e6c-88e7-4a93dc665102,107,4,46,3,49,3
Efficient adjoint sensitivities in computational finance,02f01d4f-c75a-47a8-8da7-f2408d66c369,https://results2021.ref.ac.uk/impact/02f01d4f-c75a-47a8-8da7-f2408d66c369,107,34,46,3,45,3
Managing severe uncertainty,647a0c42-a6a5-49a9-974a-a762a1de8778,https://results2021.ref.ac.uk/impact/647a0c42-a6a5-49a9-974a-a762a1de8778,107,4,111,2,,
Improving UK financial market outcomes through the analysis of qualitative disclosures,f60a278b-8223-4217-b8a2-22e0df6d3284,https://results2021.ref.ac.uk/impact/f60a278b-8223-4217-b8a2-22e0df6d3284,107,4,46,2,106,2
Aberdeen research transforms national policy on the use of robots in prostate surgery,88cc49e3-0988-4cff-b693-0888a6bceee5,https://results2021.ref.ac.uk/impact/88cc49e3-0988-4cff-b693-0888a6bceee5,1,4,1,3,16,
Advancing robotic radical prostatectomy surgery in the UK,f2ce8fbe-f2cc-4963-8a9d-717fa04b07f1,https://results2021.ref.ac.uk/impact/f2ce8fbe-f2cc-4963-8a9d-717fa04b07f1,1,4,44,3,16,2
Changing international practice for metastatic prostate cancer by improving survival and patient outcomes,16db6fd3-8181-4dcc-bd4b-5a3f55d759a1,https://results2021.ref.ac.uk/impact/16db6fd3-8181-4dcc-bd4b-5a3f55d759a1,1,4,16,3,,
Development of abiraterone for the treatment of prostate cancer,50469e00-1995-4603-ba84-a6051f12f95c,https://results2021.ref.ac.uk/impact/50469e00-1995-4603-ba84-a6051f12f95c,1,4,6,,,
Establishing new worldwide standards of care for prostate cancer patients,7d5120bb-0d4c-45a5-866c-302ca417a6f1,https://results2021.ref.ac.uk/impact/7d5120bb-0d4c-45a5-866c-302ca417a6f1,1,4,16,3,37,2
"Evidence-based treatments for clinically localised prostate cancer: policy, practice, and health impacts of the ProtecT randomised treatment trial",054cfb30-cc42-429a-90ad-f3127b344f0f,https://results2021.ref.ac.uk/impact/054cfb30-cc42-429a-90ad-f3127b344f0f,1,4,16,3,,
Improving outcomes for patients with advanced prostate cancer: practice-changing evidence for new treatments,413db6a8-61f6-42c5-8437-e6f0d1a96289,https://results2021.ref.ac.uk/impact/413db6a8-61f6-42c5-8437-e6f0d1a96289,1,4,6,3,16,3
Improving treatment and quality of life for patients with Prostate Cancer through clinical research,3d5ae2f8-2ddd-4963-9de2-49df858b94a9,https://results2021.ref.ac.uk/impact/3d5ae2f8-2ddd-4963-9de2-49df858b94a9,1,4,6,3,16,2
Protect study: Enabling men to make better prostate cancer screening and treatment choices,cd416266-892d-4d9b-b47b-fd016aeef1ef,https://results2021.ref.ac.uk/impact/cd416266-892d-4d9b-b47b-fd016aeef1ef,1,4,29,3,37,2
Reducing harm from biopsy in men with suspected prostate cancer,3d16b3ec-43e9-471d-bbca-c4f68b7f06ef,https://results2021.ref.ac.uk/impact/3d16b3ec-43e9-471d-bbca-c4f68b7f06ef,1,4,29,3,,
Transforming the diagnostic pathway for men at risk of prostate cancer by the introduction of magnetic resonance imaging (MRI),7464144a-2559-42e1-83ae-5e8497cb3873,https://results2021.ref.ac.uk/impact/7464144a-2559-42e1-83ae-5e8497cb3873,1,4,5,4,29,2
Validating the Prolaris Prognostic Test for Prostate Cancer,e21e2ab8-baba-4f74-ae1c-2762c6d51fd7,https://results2021.ref.ac.uk/impact/e21e2ab8-baba-4f74-ae1c-2762c6d51fd7,1,4,30,3,,
"Prostate Cancer Screening trial informs guidelines, reduces harms to men from overdetection and avoids unnecessary health service costs internationally",1031ccd1-935d-4814-bb97-ea0996bdf129,https://results2021.ref.ac.uk/impact/1031ccd1-935d-4814-bb97-ea0996bdf129,1,4,29,3,,
Improved radiotherapy approaches for prostate cancer treatment,eb6d1a6a-12ce-4d14-b913-4803be46bd5c,https://results2021.ref.ac.uk/impact/eb6d1a6a-12ce-4d14-b913-4803be46bd5c,1,4,29,3,11,2
Correcting the global radiopharmaceutical standard for Xofigo® used for the palliative treatment of bone disease in metastatic prostate cancer,a5883248-261d-4815-b600-3922d51d2ccc,https://results2021.ref.ac.uk/impact/a5883248-261d-4815-b600-3922d51d2ccc,1,4,25,3,6,3
Galliprost - Democratisation of PET imaging technology for prostate cancer patients through smart radiochemistry,3ec64aad-8761-4f4c-8b8c-b2015805adeb,https://results2021.ref.ac.uk/impact/3ec64aad-8761-4f4c-8b8c-b2015805adeb,1,4,5,3,6,2
Improving follow-up care for men after prostate cancer treatment,719c299e-39f9-4b10-9237-15c9f122b768,https://results2021.ref.ac.uk/impact/719c299e-39f9-4b10-9237-15c9f122b768,1,4,29,3,,
"Improving Health Outcomes through monitoring, improving diagnosis, and access to treatment",aaed7d38-e5fd-4a0a-8d9b-8768dd576546,https://results2021.ref.ac.uk/impact/aaed7d38-e5fd-4a0a-8d9b-8768dd576546,37,4,76,2,20,2
Tackling the global challenge of hidden hunger,52e9e1a2-cd01-4fe1-aa11-8edeafbeb531,https://results2021.ref.ac.uk/impact/52e9e1a2-cd01-4fe1-aa11-8edeafbeb531,37,4,75,3,110,3
Better evidence for better policy-making: responsive reviews to improve public health and global development,1bf01efb-8db6-4fa6-a132-25aa220efdd6,https://results2021.ref.ac.uk/impact/1bf01efb-8db6-4fa6-a132-25aa220efdd6,37,4,29,2,30,
Better medicines regulation for patient and public health,a98d3155-07ed-4ff8-b875-1bdd90a4c8c7,https://results2021.ref.ac.uk/impact/a98d3155-07ed-4ff8-b875-1bdd90a4c8c7,37,4,6,4,3,2
Characterising uncertainty and value of information in health care decisions,a3a9c94f-55ae-4de4-8352-814d17f354c9,https://results2021.ref.ac.uk/impact/a3a9c94f-55ae-4de4-8352-814d17f354c9,37,4,30,2,,
Development of Cochrane reviews for summarizing evidence of the accuracy of diagnostic tests have improved patient care and outcomes,a29abe39-b713-471f-af5e-d4c4c86830b5,https://results2021.ref.ac.uk/impact/a29abe39-b713-471f-af5e-d4c4c86830b5,37,4,30,3,80,2
"Evidence synthesis methods yield benefits to patients, organisations issuing healthcare policy and guidance, and commercial companies",ec4fdeed-f654-49bf-8de9-a678b0a15a90,https://results2021.ref.ac.uk/impact/ec4fdeed-f654-49bf-8de9-a678b0a15a90,37,3,38,3,30,2
Improving Accessibility and Affordability of Medicines Through the Use of Intellectual Property (IP) Flexibilities,b926f94e-6cae-40a2-825a-73d7fd702181,https://results2021.ref.ac.uk/impact/b926f94e-6cae-40a2-825a-73d7fd702181,37,4,38,3,,
Providing Reliable Foundations for Health Policy Decisions,c0dc5878-e271-4bde-b78c-defdaf727cae,https://results2021.ref.ac.uk/impact/c0dc5878-e271-4bde-b78c-defdaf727cae,37,36,29,3,,
Novel DNA Authentication Methods for Stronger Regulation of the Global Herbal Medicines Industry to Improve Product Quality and Consumer Safety,2ec50db1-a807-47d6-8406-1eee8afb4efa,https://results2021.ref.ac.uk/impact/2ec50db1-a807-47d6-8406-1eee8afb4efa,37,4,,,,
Bladder tissue research impacts Actos multidistrict litigation bellwether case and USD2.4 billion product liability settlement.,0398eefb-d21d-4a73-82ed-92e081deaf76,https://results2021.ref.ac.uk/impact/0398eefb-d21d-4a73-82ed-92e081deaf76,37,3,1,3,121,3
"The COMET (Core Outcome Measures in Effectiveness Trials) Initiative establishes international standard in clinical trials policy, guidance and patient participation",a98045c4-bc89-474c-a318-a6e64170c257,https://results2021.ref.ac.uk/impact/a98045c4-bc89-474c-a318-a6e64170c257,37,4,29,2,,
Using Economics to Inform Budget Allocation in Global Health.,c487ce95-326a-40ff-aa76-d48b7a79bb53,https://results2021.ref.ac.uk/impact/c487ce95-326a-40ff-aa76-d48b7a79bb53,37,4,22,3,,
Improving the Ways in which Evidence of Mechanisms is Used in Carcinogenicity Assessment and Guideline Development,cee35003-672d-4d46-a67d-06393e73a26a,https://results2021.ref.ac.uk/impact/cee35003-672d-4d46-a67d-06393e73a26a,37,4,3,3,,
Making fair choices on the path to Universal Health Coverage,d69de0b9-ab6b-4a5e-801d-5d4add32e5c5,https://results2021.ref.ac.uk/impact/d69de0b9-ab6b-4a5e-801d-5d4add32e5c5,37,4,38,3,29,2
Strenghtening global and national policies on performance-based and innovative health financing in low-income and fragile settings,e308fe5f-07ef-4af6-83ed-d7739af32f51,https://results2021.ref.ac.uk/impact/e308fe5f-07ef-4af6-83ed-d7739af32f51,37,4,38,3,29,2
