funder,id
G2: S TYNESIDE CCG,3520
G3: HEENE,3521
G4: NHS England,3522
UK Department for Transport (DfT),3523
Voluntary Action Rotherham,3524
The Rotherham NHS Foundation Trust,3525
Woolf Fisher Trust,3526
Choroideremia Research Foundation,3527
Moorfields Eye Hospital Development Fund,3528
Royal College of Surgeons of Edinburgh,3529
Special Trustees of Moorfields Eye Hospital,3530
"Research to Prevent Blindness, Inc.",3531
OCULUS OPTIKGERAETE GMBH (GERMANY),3532
Czech Academy of Sciences,3533
German Research Foundation,3534
PRS Foundation,3535
Opera America and Virginia B. Toulmin Foundation,3536
GABA International and MEDA Manufacturing GmBH,3537
Healthcare Brands International,3538
Johnson & Johnson and Personal Products Worldwide,3539
Helperby Therapeutics Group Ltd,3540
Avon Primary Care (NHS Bristol),3541
GABA International,3542
Phillips Research Laboratories,3543
Colgate-Palmolive,3544
"CEMAG Care, Aryballe Technologies, Colgate Palmolive",3545
Posiva,3546
SKB,3547
Bristol Industrial and Research Associates,3548
Hong Kong Research Institute of Textiles and Apparel,3549
Pig Improvement Company,3550
Genesis Genetics UK,3551
Topigs Norsvin,3552
BFI,3553
World Gold Council,3554
Johnson Matthey Davy Technologies Limited,3555
Ordnance Survey,3556
Parkinson's UK,3557
Cure Parkinson's Trust,3558
Sanofi Pasteur MSD,3559
Innovate UK (IUK) ,3560
National Centre for the Replacement Refinement and Reduction of Animals in Research (NC3R)  ,3561
Bone Cancer Research Trust (BCRT) ,3562
Weston Park Hospital Cancer Charity (WPH)  ,3563
AWE Plc,3564
London Air Ambulance and Barts and the London Charity,3565
Dr William M Scholl Research and Development Endowment Fund,3566
"National Centre for the Replacement, Refinement and Reduction of Animals in Research(NC3Rs)",3567
 Waltham Centre of Pet Nutrition (Waltham Petcare Science Institute),3568
Royal Canin,3569
Royal Canin SAS,3570
Vetoquinol SA,3571
Pfizer Animal Health (Zoetis Ltd),3572
The James Hutton Institute,3573
Department of Trade and Industry ,3574
EU FP7 ,3575
Transport Systems Catapult,3576
Swedish Foundation for Humanities and Social Sciences ,3577
Foundation for Baltic and East European Studies,3578
UK Ministry of Defence,3579
QinetiQ Ltd,3580
Blue Bear Systems Research Ltd,3581
Autonomous Devices Ltd,3582
Centre of Expertise on Child Sexual Abuse,3583
"Paul Mellon Centre, Yale University",3584
Social Sciences & Humanities Research Council of Canada,3585
Society of Architectural Historians,3586
Alexander von Humboldt Stiftung,3587
BBSRC Research Grant,3588
Being Human 2016,3589
Irish Research Council,3590
British Petroleum (UK),3591
Shell (UK),3592
BG Group (UK) ,3593
Statoil UK (now Equinor UK),3594
Industry Technology Facilitator (now merged with Oil and Gas Technology Centre (OGTC))),3595
"Scottish Government Health Department, Chief Scientist Office",3596
Scottish Government (Healthcare Quality and Strategy Directorate),3597
"Huawei Technologies, China",3598
"Home Office’s Scientific Development Branch (HOSBD, now CAST)",3599
"Ministry of Defence, Defence Science Technology Laboratory (DSTL), UK",3600
Stagecoach Supertram Maintenance Ltd,3601
MRX Technologies,3602
Alstom,3603
AVL Powertrain (UK) Ltd,3604
PENTA Foundation,3605
European Union Seventh Framework Programme for Research,3606
WHRI / Estonian Council,3607
European Commission Directorate General for Health and Consumers through the Executive Agency for Health and Consumers,3608
German Federal Ministry of Health,3609
Médecins Sans Frontières,3610
"Netherlands Ministry of Health, Welfare and Sport",3611
Association for the Improvement of Mental Health,3612
BMA,3613
Dana Foundation,3614
Fulbright UK-US Commission,3615
Vera Down,3616
ViiV Healthcare,3617
Gilead Sciences,3618
European and Developing Countries Clinical Trials Partnership,3619
"EPSRC, with larger additional Industrial support",3620
"EPSRC, with Industrial support",3621
"Ørsted, with Carbon Trust and 9 offshore developers - full Industrial funding with additional £2M for field testing",3622
"Innovate UK, with much larger additional Industrial support",3623
Genzyme Therapeutics Ltd,3624
2) Scottish Funding Council,3625
4) Innovate UK,3626
5) University of Glasgow,3627
6) European Union ,3628
7) Scottish Funding Council,3629
8) EPSRC,3630
9) EPSRC,3631
9) CST Global,3632
10) Innovate UK,3633
11) EPSRC,3634
12) CST Global,3635
13) Innovate UK,3636
14) EPSRC,3637
14) CST Global,3638
15) EPSRC,3639
15) CST Global,3640
Applied Molecular Transport inc,3641
University College London,3642
AHRC and DEFRA,3643
4) European Research Council,3644
5)  Engineering and Physical Sciences Research Council,3645
The National Institute for Health Research + Biomedical Research Centre,3646
Royal National Orthopaedic Hospital,3647
Rosetree Trust,3648
The Dunhill Medical Trust,3649
NuVasive,3650
Stryker,3651
National Humanities Center,3652
UK Department of Food and Rural Affairs,3653
NIH Grand Challenges in Global Health Initiative,3654
BMA Scottish Consultants Committee,3655
Epigenesys,3656
Oxford Biodynamics Ltd,3657
Human Frontier Science Program,3658
Onassis Foundation,3659
Karim Rida Said Foundation,3660
Oxford Nanopore Technologies (ONT),3661
National Human Genome Research Institute (NHGRI) ,3662
MSCA Individual Fellowship,3663
Research Grant,3664
Cancer Research UK ,3665
P&G (Cincinnati),3666
Business Energy & Industrial Strategy,3667
Met Office Informatics Lab,3668
ISTCF,3669
Natural Science Foundation,3670
Brian Abernathey,3671
Cancer Research UK (previously Cancer Research Campaign),3672
YORKSHIRE CANCER RESEARCH,3673
Family Action,3674
Daiwa Anglo-Japanese Foundation,3675
Eurochild,3676
Blackburn with Darwen Borough Council,3677
Dialogue Matters,3678
National Youth Advocacy Services,3679
"CCAFS (Climate, Change Agriculture and Food Security via ILRI) International Livestock Research Institute) ",3680
Department for Business Innovation and Skills,3681
JP Morgan Chase and Co,3682
ViiV Healthcare/GlaxoSmithKline,3683
"St George's, University of London",3684
Secretary of State for Health,3685
Association of Chartered Certified Accountants (ACCA),3686
Australian Government Office for Learning and Teaching (OLT),3687
European Society for Organ Transplantation,3688
Sir Barry Jackson County Fund,3689
The Grimmitt Trust,3690
The Feeney Trust,3691
University of Birmingham and University of Nottingham,3692
Severn Trent,3693
Worldwide Universities Network,3694
Gothenberg Centre for Person Centred Care,3695
South West Academic Health Science Network,3696
Coalition for Collaborative Care,3697
NHS National Institute for Health Research,3698
British Library's 'Endangered Archives' Programme,3699
Government of Spain,3700
Adrian Piper Research Archive (APRA) Foundation Berlin,3701
1) Gas Sensing Solutions,3702
2) Engineering and Physical Sciences Research Council ,3703
3) UK Government ,3704
4) TSB (now Innovate) ,3705
5) Engineering and Physical Sciences Research Council ,3706
6) Scottish Enterprise ,3707
7) Gas Sensing Solutions ,3708
European Research Council (EU H2020),3709
European Research Council (EU FP7),3710
"(Pilgrimage and England’s Cathedrals, past and present’)",3711
(Follow on for Funding for Impact & Engagement),3712
(ENGAGING WITH PLACE AND MANAGING SPACE),3713
BT Group,3714
DFID - Department for International Development,3715
UNEP,3716
Thames Water,3717
Stroud District Council,3718
North Devon +,3719
Exmoor National Park Authority,3720
CENSIS,3721
Knowledge Tranfer Partnership,3722
KTP (Knowledge Transfer Partnership),3723
Bittner Foundation,3724
AMGEN LTD (UK),3725
"DEPARTMENT FOR ENVIRONMENT, FOOD AND RURAL AFFAIRS (UK)",3726
INNOVATE UK (UK),3727
NHS ENGLAND (UK),3728
PRECISION MEDICINE CATAPULT LIMITED (UK),3729
SERVIER (FRANCE),3730
UCB BIOPHARMA SPRL (BELGIUM),3731
UCB PHARMA LTD (UK),3732
University and College Union,3733
Anonymous,3734
EU biomed-2 grant,3735
Society for Scottish Medieval and Renaissance Studies,3736
Strathmartine Trust,3737
Hunter Archaeological Trust,3738
Yorkshire and Humber Academic Health Science Network,3739
Nuffield Foundation 2000,3740
The Task Force for Global Health,3741
North East Public Health Observatory,3742
Chief Fire Officer's Association,3743
New Writing North,3744
Creative Futures Literary Award,3745
The Poetry Society - Commendation in the National Poetry Competition and Peggy Poole Award,3746
Ambit literary magazine,3747
Dyfed-Powys Police,3748
NHS Education for Scotland  ,3749
NHS Health Scotland,3750
Healthcare Improvement Scotland  ,3751
EPSRC & GlaxoSmithKline Biologicals,3752
Tyndall centre,3753
London Sustainable Development Commission,3754
National Osteoporosis Society,3755
Merial SAS (now Boehinger Ingelheim),3756
Carnegie Trust for the Universities of Scotland ,3757
FIGHT FOR SIGHT (UK),3758
NORTH WEST AMBULANCE SERVICE NHS TRUST (UK),3759
North West Coast CLAHRC,3760
STROKE ASSOCIATION (UK),3761
University of Liverpool,3762
WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUSTS (UK),3763
Ørsted,3764
Carbon Trust Offshore Wind Accelerator,3765
Plaxis ,3766
Evelyn Trust,3767
Northumbria Safer Roads Initiative,3768
UKCP-1,3769
UKCP-2,3770
Software for the Future Call II (GW+DMFT),3771
UKCP-3,3772
NAG Ltd,3773
dCSE,3774
dCSE LBFGS,3775
Embedded CSE,3776
OpenMP,3777
eCSE SEDC-1,3778
eCSE SEDC-2,3779
Research Software Engineering Fellowship II,3780
Insolvency Service,3781
Enhancing Learning and Research for Humanitarian Assistance (Elrha),3782
University of Malta,3783
Royal College of Nursing,3784
Erasmus+ K2 (European Commission) ,3785
Neville Hall Thrombosis & General Research Fund ,3786
Neville Hall Thrombosis & General Research Fund / Strategic Insight Programme / HEFCW Collaborative Third Mission Fund,3787
The Andrew W. Mellon Foundation,3788
Federal Ministry of Education and Research (BMBF),3789
Ministry of Defence via the BAE Systems Defence Human Capability Science & Technology Centre (DHCSTC) Framework,3790
Ministry of Defence via the Defence and Security Accelerator (DASA),3791
Ministry of Defence via the BAE Systems Analysis Support Construct (ASC) Framework,3792
Ministry of Defence via the BAE Systems Human Social Science Research Capability (HSSRC) Framework,3793
Royal National Lifeboat Institution (RNLI) ,3794
European Commission’s Directorate General Justice Daphne III Programme,3795
The Premier League Charitable Fund,3796
Hull Primary Care Trust,3797
Research into Practice,3798
Stefanou Foundation,3799
"Public Health Research, NIHR",3800
Independent Inquiry into Child Sexual Abuse,3801
"Australian Government, National Health and Medical Research Council",3802
Framework 7,3803
"UK central government bodies/local authorities, health and hospital authorities",3804
Scottish School of Public Health,3805
"EuropeanCommission,FetalMedicineFoundation",3806
"MedicalResearchCouncil,NationalInstituteforHealth Research",3807
The Samaritan Enterprises LTD,3808
Tommy's,3809
 NHS England,3810
Royal College of Surgeons of England ,3811
Global Partnership to End Violence Against Children,3812
UNESCO,3813
Save the Children,3814
National Society for the Prevention of Cruelty to Children,3815
United Nations Children's Fund,3816
UBS Optimus Foundation,3817
Women's Aid,3818
TSB (now Innovate UK),3819
US Department of Health & Human Services Secretaries,3820
International Organisation of Migration,3821
EU LIFE and Heritage Lottery Fund,3822
"DG Environment, European Commission",3823
"EPSRC, Scottish Water, Thames Water, Northumbrian Water, Anglian Water, South West Water",3824
EU Daphne,3825
G3.1) Higher Education Academy Psychology Network,3826
Wellcome Trust Institutional Strategic Support Fund,3827
G3.1) The Home Office ,3828
G3.2) Arts and Humanities Research Council ,3829
G3.3) Equality Challenge Unit (now Advance HE),3830
G3.4) Office for Democratic Institutions and Human Rights of the Organisation for Security and Co-Operation in Europe ,3831
G3.5) Derbyshire Police and Crime Commissioner,3832
Equality Challenge Unit (now Advance HE),3833
HEFCE (now Research England) ,3834
Leadership Foundation for Higher Education (LFHE) (now Advance HE),3835
Higher Education Funding Council for Wales (HEFCW),3836
European Commission/European Federation of Pharmaceutical Industries and Associations (EFPIA),3837
European Union Agency,3838
Highlands & Islands Enterprise,3839
3) Noble Foundation,3840
Atlantic Philanthropies,3841
Parents Against Child Exploitation,3842
Disability Action Northern Ireland,3843
Heritage Lottery Fund ,3844
WWF-SA,3845
Tesco International Services,3846
The Wine Industry Ethical Trade Association (Wieta),3847
"IDH – The Sustainable Trade Initiative, Netherlands",3848
Department for International Development UK,3849
3) Scottish Executive Health Department,3850
European Research Council (ERC),3851
ERCAG,3852
The Electoral Commission,3853
Electoral Integrity Project,3854
Data Lab,3855
Médecins Sans Frontières’,3856
UK Engineering & Physical Sciences Research Council and Dstl Fort Halstead through the MoD Joint Grants Scheme,3857
MODs Armour and  Protection Science and Technology Centre,3858
The Crown Estate,3859
Darwin Plus,3860
Marine Conservation Society,3861
Chief Scientist's Office,3862
North Lanarkshire Council,3863
South Lanarkshire Council,3864
Transco,3865
Scottish Power,3866
Fire Brigades Union,3867
Advion,3868
Daphne Jackson Trust/EPSRC,3869
Crowd funding,3870
Institute of Fisheries Management,3871
SNIFFER,3872
World Olympics Association,3873
Swiss Ministry of Foreign Affairs,3874
G2:  Arts and Humanities Research Council,3875
G3: Scottish Government,3876
Ministry of Defence (MOD),3877
 European Corporation in Science & Technology,3878
" American Society of Heating, Refrigerating and Air-Conditioning Engineers Inc (ASHRAE)",3879
 Engineering & Physical Science Research Council (EPSRC) ,3880
 Nissan Motor Manufacturing UK Limited,3881
World Pheasant Association,3882
Loro Parque Fundacion,3883
Parrots International,3884
BNP Paribas Foundation,3885
Scottish Funding Council (internal pump priming),3886
GCRF internal pump priming,3887
Sunderland City Council,3888
Department for Education and Skills,3889
Department for Health,3890
Mind Gym Ltd,3891
Jacob Blaustein Institute,3892
UK Energy Research Centre (UKERC),3893
Association of South East Asian Studies,3894
Water JPI ,3895
NHS Blood & Transplant Epidemiology Unit,3896
UK General Lighthouse Authorities ,3897
Versus Arthritis (merged with Arthritis Care and Arthritis Research UK),3898
BackCare- National Back Pain Association,3899
University College of Osteopathy (British School of Osteopathy),3900
Health Research Board of Ireland,3901
Eurospine,3902
Chan Zuckerberg Initiative,3903
Society for Reproductive and Infant Psychology ,3904
Fertility Network UK,3905
Stanley Medical Research Institute (USA) Psychosis Research Center,3906
